Ngày,Giá_Vàng_TG_USD,Tỷ_Giá_USD_VND,Giá_Quy_Đổi_Triệu_Đồng,Giá_SJC_Triệu_Đồng,Chênh_Lệch_SJC_TG,SMA_7,SMA_30,Lợi_Suất_%,Tháng_Năm
2023-01-02,1839.7,23610.0,52.37,55.27,2.9,55.27,55.27,,2023-01
2023-01-03,1839.7,23610.0,52.37,55.27,2.9,55.27,55.27,0.0,2023-01
2023-01-04,1852.8,23515.0,52.53,55.43,2.9,55.32,55.32,0.29,2023-01
2023-01-05,1834.8,23510.0,52.01,54.91,2.9,55.22,55.22,-0.94,2023-01
2023-01-06,1864.2,23475.0,52.76,55.66,2.9,55.31,55.31,1.37,2023-01
2023-01-09,1872.7,23460.0,52.97,55.87,2.9,55.4,55.4,0.37,2023-01
2023-01-10,1871.6,23447.0,52.91,55.81,2.9,55.46,55.46,-0.11,2023-01
2023-01-11,1874.6,23445.0,52.99,55.89,2.9,55.55,55.51,0.14,2023-01
2023-01-12,1895.5,23440.0,53.57,56.47,2.9,55.72,55.62,1.04,2023-01
2023-01-13,1918.4,23438.0,54.21,57.11,2.9,55.96,55.77,1.14,2023-01
2023-01-16,1918.4,23435.0,54.2,57.1,2.9,56.27,55.89,-0.01,2023-01
2023-01-17,1907.2,23434.0,53.88,56.78,2.9,56.43,55.96,-0.56,2023-01
2023-01-18,1904.4,23427.0,53.79,56.69,2.9,56.55,56.02,-0.17,2023-01
2023-01-19,1922.1,23437.0,54.31,57.21,2.9,56.75,56.1,0.92,2023-01
2023-01-20,1926.4,23440.0,54.44,57.34,2.9,56.96,56.19,0.22,2023-01
2023-01-23,1927.1,23440.0,54.46,57.36,2.9,57.09,56.26,0.03,2023-01
2023-01-24,1933.9,23440.0,54.65,57.55,2.9,57.15,56.34,0.34,2023-01
2023-01-25,1941.2,23440.0,54.86,57.76,2.9,57.24,56.42,0.36,2023-01
2023-01-26,1929.1,23440.0,54.52,57.42,2.9,57.33,56.47,-0.59,2023-01
2023-01-27,1928.6,23440.0,54.5,57.4,2.9,57.44,56.51,-0.02,2023-01
2023-01-30,1922.9,23460.0,54.39,57.29,2.9,57.45,56.55,-0.2,2023-01
2023-01-31,1929.5,23470.0,54.6,57.5,2.9,57.47,56.59,0.37,2023-01
2023-02-01,1927.8,23445.0,54.49,57.39,2.9,57.47,56.63,-0.18,2023-02
2023-02-02,1916.3,23440.0,54.16,57.06,2.9,57.4,56.65,-0.59,2023-02
2023-02-03,1862.9,23449.0,52.67,55.57,2.9,57.09,56.6,-2.61,2023-02
2023-02-06,1866.2,23440.0,52.74,55.64,2.9,56.83,56.57,0.13,2023-02
2023-02-07,1871.7,23480.0,52.99,55.89,2.9,56.62,56.54,0.44,2023-02
2023-02-08,1877.4,23600.0,53.42,56.32,2.9,56.48,56.53,0.77,2023-02
2023-02-09,1866.2,23590.0,53.08,55.98,2.9,56.26,56.51,-0.61,2023-02
2023-02-10,1862.8,23560.0,52.91,55.81,2.9,56.04,56.49,-0.29,2023-02
2023-02-13,1851.9,23565.0,52.61,55.51,2.9,55.82,56.5,-0.53,2023-02
2023-02-14,1854.0,23595.0,52.74,55.64,2.9,55.83,56.51,0.23,2023-02
2023-02-15,1834.2,23600.0,52.19,55.09,2.9,55.75,56.5,-0.99,2023-02
2023-02-16,1842.0,23615.0,52.44,55.34,2.9,55.67,56.52,0.46,2023-02
2023-02-17,1840.4,23680.0,52.54,55.44,2.9,55.55,56.51,0.18,2023-02
2023-02-20,1840.4,23810.0,52.83,55.73,2.9,55.51,56.5,0.52,2023-02
2023-02-21,1833.0,23725.0,52.43,55.33,2.9,55.44,56.49,-0.72,2023-02
2023-02-22,1832.0,23705.0,52.36,55.26,2.9,55.41,56.47,-0.13,2023-02
2023-02-23,1818.0,23780.0,52.12,55.02,2.9,55.32,56.42,-0.43,2023-02
2023-02-24,1808.8,23815.0,51.94,54.84,2.9,55.28,56.34,-0.34,2023-02
2023-02-27,1817.0,23780.0,52.09,54.99,2.9,55.23,56.27,0.29,2023-02
2023-02-28,1828.9,23805.0,52.49,55.39,2.9,55.22,56.23,0.72,2023-02
2023-03-01,1837.7,23740.0,52.6,55.5,2.9,55.19,56.19,0.2,2023-03
2023-03-02,1833.5,23710.0,52.41,55.31,2.9,55.19,56.12,-0.34,2023-03
2023-03-03,1847.7,23700.0,52.8,55.7,2.9,55.25,56.07,0.69,2023-03
2023-03-06,1847.9,23710.0,52.82,55.72,2.9,55.35,56.01,0.05,2023-03
2023-03-07,1813.9,23650.0,51.72,54.62,2.9,55.32,55.92,-1.98,2023-03
2023-03-08,1812.7,23640.0,51.66,54.56,2.9,55.26,55.81,-0.1,2023-03
2023-03-09,1829.3,23710.0,52.29,55.19,2.9,55.23,55.73,1.15,2023-03
2023-03-10,1862.0,23680.0,53.16,56.06,2.9,55.31,55.69,1.57,2023-03
2023-03-13,1911.7,23660.0,54.53,57.43,2.9,55.61,55.69,2.45,2023-03
2023-03-14,1906.2,23570.0,54.17,57.07,2.9,55.81,55.68,-0.63,2023-03
2023-03-15,1926.6,23570.0,54.75,57.65,2.9,56.08,55.69,1.02,2023-03
2023-03-16,1919.0,23565.0,54.52,57.42,2.9,56.48,55.7,-0.39,2023-03
2023-03-17,1969.8,23560.0,55.95,58.85,2.9,57.1,55.81,2.49,2023-03
2023-03-20,1979.2,23570.0,56.24,59.14,2.9,57.66,55.93,0.49,2023-03
2023-03-21,1938.0,23570.0,55.07,57.97,2.9,57.93,56.0,-1.98,2023-03
2023-03-22,1946.8,23570.0,55.32,58.22,2.9,58.05,56.06,0.43,2023-03
2023-03-23,1993.8,23510.0,56.51,59.41,2.9,58.38,56.18,2.05,2023-03
2023-03-24,1982.1,23490.0,56.13,59.03,2.9,58.58,56.28,-0.64,2023-03
2023-03-27,1952.4,23510.0,55.34,58.24,2.9,58.7,56.37,-1.35,2023-03
2023-03-28,1972.4,23500.0,55.88,58.78,2.9,58.69,56.48,0.93,2023-03
2023-03-29,1966.1,23480.0,55.66,58.56,2.9,58.6,56.59,-0.38,2023-03
2023-03-30,1980.3,23480.0,56.06,58.96,2.9,58.74,56.71,0.69,2023-03
2023-03-31,1969.0,23470.0,55.72,58.62,2.9,58.8,56.82,-0.58,2023-03
2023-04-03,1983.9,23450.0,56.09,58.99,2.9,58.74,56.93,0.64,2023-04
2023-04-04,2022.2,23470.0,57.22,60.12,2.9,58.9,57.09,1.92,2023-04
2023-04-05,2020.9,23460.0,57.16,60.06,2.9,59.16,57.25,-0.1,2023-04
2023-04-06,2011.9,23465.0,56.92,59.82,2.9,59.3,57.41,-0.4,2023-04
2023-04-07,2011.9,23451.0,56.88,59.78,2.9,59.48,57.57,-0.06,2023-04
2023-04-10,1989.1,23442.0,56.22,59.12,2.9,59.5,57.71,-1.11,2023-04
2023-04-11,2004.8,23442.0,56.66,59.56,2.9,59.64,57.85,0.75,2023-04
2023-04-12,2010.9,23445.0,56.84,59.74,2.9,59.74,57.99,0.3,2023-04
2023-04-13,2041.3,23442.0,57.69,60.59,2.9,59.81,58.17,1.43,2023-04
2023-04-14,2002.2,23440.0,56.58,59.48,2.9,59.73,58.29,-1.83,2023-04
2023-04-17,1994.2,23440.0,56.36,59.26,2.9,59.65,58.41,-0.38,2023-04
2023-04-18,2007.4,23485.0,56.84,59.74,2.9,59.64,58.58,0.81,2023-04
2023-04-19,1995.2,23505.0,56.54,59.44,2.9,59.69,58.74,-0.5,2023-04
2023-04-20,2007.6,23511.0,56.91,59.81,2.9,59.72,58.9,0.62,2023-04
2023-04-21,1979.5,23488.0,56.06,58.96,2.9,59.61,58.99,-1.42,2023-04
2023-04-24,1989.1,23485.0,56.32,59.22,2.9,59.41,59.05,0.45,2023-04
2023-04-25,1994.0,23494.0,56.48,59.38,2.9,59.4,59.13,0.27,2023-04
2023-04-26,1985.7,23473.0,56.2,59.1,2.9,59.38,59.18,-0.48,2023-04
2023-04-27,1989.9,23465.0,56.3,59.2,2.9,59.3,59.24,0.17,2023-04
2023-04-28,1990.1,23445.0,56.25,59.15,2.9,59.26,59.25,-0.07,2023-04
2023-05-01,1983.4,23450.0,56.08,58.98,2.9,59.14,59.24,-0.3,2023-05
2023-05-02,2014.3,23450.0,56.95,59.85,2.9,59.27,59.31,1.48,2023-05
2023-05-03,2028.6,23450.0,57.35,60.25,2.9,59.41,59.37,0.68,2023-05
2023-05-04,2048.0,23450.0,57.9,60.8,2.9,59.62,59.42,0.91,2023-05
2023-05-05,2017.4,23445.0,57.02,59.92,2.9,59.74,59.45,-1.44,2023-05
2023-05-08,2026.3,23440.0,57.26,60.16,2.9,59.87,59.51,0.4,2023-05
2023-05-09,2036.2,23443.0,57.55,60.45,2.9,60.06,59.57,0.48,2023-05
2023-05-10,2030.5,23460.0,57.43,60.33,2.9,60.25,59.63,-0.2,2023-05
2023-05-11,2014.7,23465.0,57.0,59.9,2.9,60.26,59.66,-0.72,2023-05
2023-05-12,2014.5,23465.0,56.99,59.89,2.9,60.21,59.7,-0.01,2023-05
2023-05-15,2018.0,23450.0,57.05,59.95,2.9,60.09,59.73,0.1,2023-05
2023-05-16,1988.4,23452.0,56.22,59.12,2.9,59.97,59.7,-1.39,2023-05
2023-05-17,1980.7,23450.0,56.0,58.9,2.9,59.79,59.66,-0.38,2023-05
2023-05-18,1956.5,23450.0,55.32,58.22,2.9,59.47,59.61,-1.16,2023-05
2023-05-19,1978.7,23450.0,55.94,58.84,2.9,59.26,59.58,1.08,2023-05
2023-05-22,1974.8,23460.0,55.86,58.76,2.9,59.1,59.57,-0.15,2023-05
2023-05-23,1972.4,23438.0,55.74,58.64,2.9,58.92,59.53,-0.2,2023-05
2023-05-24,1962.8,23470.0,55.54,58.44,2.9,58.7,59.49,-0.33,2023-05
2023-05-25,1943.1,23470.0,54.98,57.88,2.9,58.52,59.4,-0.95,2023-05
2023-05-26,1944.1,23470.0,55.01,57.91,2.9,58.38,59.35,0.05,2023-05
2023-05-29,1944.1,23475.0,55.02,57.92,2.9,58.34,59.3,0.02,2023-05
2023-05-30,1958.0,23465.0,55.39,58.29,2.9,58.26,59.26,0.64,2023-05
2023-05-31,1963.9,23480.0,55.6,58.5,2.9,58.23,59.22,0.35,2023-05
2023-06-01,1978.0,23485.0,56.01,58.91,2.9,58.26,59.19,0.7,2023-06
2023-06-02,1952.4,23485.0,55.28,58.18,2.9,58.23,59.17,-1.23,2023-06
2023-06-05,1958.0,23475.0,55.42,58.32,2.9,58.29,59.14,0.23,2023-06
2023-06-06,1965.5,23495.0,55.68,58.58,2.9,58.38,59.11,0.45,2023-06
2023-06-07,1942.7,23485.0,55.01,57.91,2.9,58.38,59.07,-1.14,2023-06
2023-06-08,1963.6,23485.0,55.6,58.5,2.9,58.41,59.05,1.02,2023-06
2023-06-09,1962.2,23490.0,55.57,58.47,2.9,58.41,59.03,-0.05,2023-06
2023-06-12,1955.3,23470.0,55.33,58.23,2.9,58.31,59.0,-0.41,2023-06
2023-06-13,1944.6,23480.0,55.05,57.95,2.9,58.28,58.94,-0.48,2023-06
2023-06-14,1955.3,23495.0,55.39,58.29,2.9,58.27,58.87,0.58,2023-06
2023-06-15,1957.8,23500.0,55.47,58.37,2.9,58.24,58.79,0.14,2023-06
2023-06-16,1958.4,23525.0,55.55,58.45,2.9,58.32,58.74,0.13,2023-06
2023-06-19,1958.4,23520.0,55.53,58.43,2.9,58.31,58.68,-0.02,2023-06
2023-06-20,1935.5,23520.0,54.88,57.78,2.9,58.21,58.59,-1.11,2023-06
2023-06-21,1933.3,23520.0,54.82,57.72,2.9,58.14,58.51,-0.11,2023-06
2023-06-22,1912.7,23505.0,54.2,57.1,2.9,58.02,58.41,-1.07,2023-06
2023-06-23,1919.1,23515.0,54.41,57.31,2.9,57.88,58.33,0.36,2023-06
2023-06-26,1923.7,23515.0,54.54,57.44,2.9,57.75,58.24,0.23,2023-06
2023-06-27,1914.0,23530.0,54.3,57.2,2.9,57.57,58.18,-0.42,2023-06
2023-06-28,1912.3,23520.0,54.23,57.13,2.9,57.38,58.12,-0.12,2023-06
2023-06-29,1909.2,23555.0,54.22,57.12,2.9,57.29,58.09,-0.01,2023-06
2023-06-30,1921.1,23569.0,54.59,57.49,2.9,57.25,58.04,0.65,2023-06
2023-07-03,1921.7,23575.0,54.62,57.52,2.9,57.31,58.0,0.05,2023-07
2023-07-04,1921.7,23695.0,54.9,57.8,2.9,57.38,57.97,0.48,2023-07
2023-07-05,1919.6,23700.0,54.85,57.75,2.9,57.43,57.95,-0.08,2023-07
2023-07-06,1908.7,23745.0,54.64,57.54,2.9,57.48,57.94,-0.36,2023-07
2023-07-07,1926.2,23710.0,55.06,57.96,2.9,57.6,57.94,0.73,2023-07
2023-07-10,1925.0,23635.0,54.85,57.75,2.9,57.69,57.93,-0.36,2023-07
2023-07-11,1931.3,23640.0,55.05,57.95,2.9,57.75,57.92,0.33,2023-07
2023-07-12,1956.2,23690.0,55.87,58.77,2.9,57.93,57.93,1.43,2023-07
2023-07-13,1959.2,23660.0,55.89,58.79,2.9,58.07,57.93,0.03,2023-07
2023-07-14,1960.1,23665.0,55.92,58.82,2.9,58.23,57.95,0.06,2023-07
2023-07-17,1952.4,23630.0,55.62,58.52,2.9,58.37,57.95,-0.51,2023-07
2023-07-18,1977.2,23630.0,56.33,59.23,2.9,58.55,57.98,1.21,2023-07
2023-07-19,1977.5,23635.0,56.35,59.25,2.9,58.76,58.02,0.03,2023-07
2023-07-20,1968.3,23630.0,56.08,58.98,2.9,58.91,58.04,-0.46,2023-07
2023-07-21,1964.3,23647.0,56.0,58.9,2.9,58.93,58.05,-0.12,2023-07
2023-07-24,1960.3,23656.0,55.91,58.81,2.9,58.93,58.07,-0.16,2023-07
2023-07-25,1962.1,23665.0,55.98,58.88,2.9,58.94,58.1,0.12,2023-07
2023-07-26,1968.9,23655.0,56.15,59.05,2.9,59.01,58.13,0.29,2023-07
2023-07-27,1945.4,23665.0,55.51,58.41,2.9,58.9,58.13,-1.1,2023-07
2023-07-28,1960.4,23661.0,55.92,58.82,2.9,58.84,58.14,0.72,2023-07
2023-07-31,1970.5,23685.0,56.27,59.17,2.9,58.86,58.17,0.59,2023-07
2023-08-01,1940.7,23680.0,55.41,58.31,2.9,58.78,58.18,-1.46,2023-08
2023-08-02,1937.4,23680.0,55.31,58.21,2.9,58.69,58.2,-0.16,2023-08
2023-08-03,1932.0,23735.0,55.29,58.19,2.9,58.59,58.24,-0.04,2023-08
2023-08-04,1939.6,23750.0,55.54,58.44,2.9,58.51,58.27,0.43,2023-08
2023-08-07,1933.5,23725.0,55.31,58.21,2.9,58.48,58.3,-0.4,2023-08
2023-08-08,1924.1,23720.0,55.03,57.93,2.9,58.35,58.32,-0.48,2023-08
2023-08-09,1915.4,23730.0,54.8,57.7,2.9,58.14,58.34,-0.39,2023-08
2023-08-10,1914.4,23735.0,54.78,57.68,2.9,58.05,58.36,-0.03,2023-08
2023-08-11,1912.9,23740.0,54.75,57.65,2.9,57.97,58.37,-0.05,2023-08
2023-08-14,1910.6,23750.0,54.71,57.61,2.9,57.89,58.37,-0.07,2023-08
2023-08-15,1902.5,23815.0,54.63,57.53,2.9,57.76,58.36,-0.14,2023-08
2023-08-16,1896.1,23965.0,54.78,57.68,2.9,57.68,58.36,0.28,2023-08
2023-08-17,1884.1,23935.0,54.37,57.27,2.9,57.59,58.35,-0.72,2023-08
2023-08-18,1886.1,23850.0,54.23,57.13,2.9,57.51,58.32,-0.24,2023-08
2023-08-21,1893.3,23850.0,54.44,57.34,2.9,57.46,58.31,0.36,2023-08
2023-08-22,1896.4,23850.0,54.53,57.43,2.9,57.43,58.29,0.16,2023-08
2023-08-23,1918.5,23850.0,55.17,58.07,2.9,57.49,58.27,1.11,2023-08
2023-08-24,1918.2,23900.0,55.27,58.17,2.9,57.59,58.25,0.18,2023-08
2023-08-25,1911.1,23900.0,55.07,57.97,2.9,57.63,58.22,-0.35,2023-08
2023-08-28,1917.9,23975.0,55.44,58.34,2.9,57.78,58.21,0.64,2023-08
2023-08-29,1936.5,24080.0,56.22,59.12,2.9,58.06,58.21,1.34,2023-08
2023-08-30,1944.3,24180.0,56.68,59.58,2.9,58.38,58.22,0.78,2023-08
2023-08-31,1938.2,24110.0,56.34,59.24,2.9,58.64,58.23,-0.57,2023-08
2023-09-01,1939.8,24060.0,56.27,59.17,2.9,58.8,58.24,-0.12,2023-09
2023-09-04,1939.8,24060.0,56.27,59.17,2.9,58.94,58.25,0.0,2023-09
2023-09-05,1926.2,24060.0,55.88,58.78,2.9,59.06,58.25,-0.67,2023-09
2023-09-06,1918.1,24050.0,55.62,58.52,2.9,59.08,58.23,-0.44,2023-09
2023-09-07,1917.5,24055.0,55.61,58.51,2.9,58.99,58.23,-0.01,2023-09
2023-09-08,1918.4,24060.0,55.65,58.55,2.9,58.85,58.22,0.06,2023-09
2023-09-11,1923.3,24055.0,55.78,58.68,2.9,58.77,58.21,0.22,2023-09
2023-09-12,1911.3,24075.0,55.48,58.38,2.9,58.65,58.21,-0.51,2023-09
2023-09-13,1909.1,24100.0,55.47,58.37,2.9,58.54,58.21,-0.01,2023-09
2023-09-14,1910.0,24080.0,55.45,58.35,2.9,58.48,58.22,-0.03,2023-09
2023-09-15,1923.7,24220.0,56.17,59.07,2.9,58.56,58.24,1.24,2023-09
2023-09-18,1931.5,24250.0,56.47,59.37,2.9,58.68,58.28,0.5,2023-09
2023-09-19,1932.0,24370.0,56.77,59.67,2.9,58.84,58.34,0.5,2023-09
2023-09-20,1945.6,24370.0,57.17,60.07,2.9,59.04,58.42,0.67,2023-09
2023-09-21,1919.2,24270.0,56.16,59.06,2.9,59.14,58.46,-1.68,2023-09
2023-09-22,1925.4,24310.0,56.43,59.33,2.9,59.27,58.52,0.46,2023-09
2023-09-25,1916.6,24360.0,56.29,59.19,2.9,59.39,58.57,-0.24,2023-09
2023-09-26,1900.4,24380.0,55.86,58.76,2.9,59.35,58.61,-0.73,2023-09
2023-09-27,1871.6,24380.0,55.01,57.91,2.9,59.14,58.62,-1.44,2023-09
2023-09-28,1860.4,24385.0,54.7,57.6,2.9,58.84,58.63,-0.55,2023-09
2023-09-29,1848.1,24385.0,54.33,57.23,2.9,58.44,58.63,-0.63,2023-09
2023-10-02,1830.0,24280.0,53.57,56.47,2.9,58.07,58.6,-1.33,2023-10
2023-10-03,1824.6,24340.0,53.54,56.44,2.9,57.66,58.57,-0.05,2023-10
2023-10-04,1818.5,24385.0,53.46,56.36,2.9,57.25,58.51,-0.14,2023-10
2023-10-05,1816.6,24420.0,53.48,56.38,2.9,56.91,58.45,0.04,2023-10
2023-10-06,1830.2,24380.0,53.8,56.7,2.9,56.74,58.41,0.55,2023-10
2023-10-09,1849.5,24360.0,54.32,57.22,2.9,56.69,58.37,0.92,2023-10
2023-10-10,1861.0,24370.0,54.68,57.58,2.9,56.74,58.32,0.63,2023-10
2023-10-11,1872.8,24390.0,55.07,57.97,2.9,56.95,58.27,0.68,2023-10
2023-10-12,1869.3,24440.0,55.08,57.98,2.9,57.17,58.23,0.02,2023-10
2023-10-13,1927.4,24435.0,56.78,59.68,2.9,57.64,58.24,2.93,2023-10
2023-10-16,1921.1,24440.0,56.61,59.51,2.9,58.09,58.26,-0.29,2023-10
2023-10-17,1922.7,24460.0,56.7,59.6,2.9,58.51,58.28,0.16,2023-10
2023-10-18,1955.3,24490.0,57.73,60.63,2.9,58.99,58.35,1.73,2023-10
2023-10-19,1968.4,24555.0,58.27,61.17,2.9,59.51,58.44,0.89,2023-10
2023-10-20,1982.5,24550.0,58.68,61.58,2.9,60.02,58.54,0.66,2023-10
2023-10-23,1976.3,24520.0,58.42,61.32,2.9,60.5,58.63,-0.41,2023-10
2023-10-24,1975.0,24590.0,58.55,61.45,2.9,60.75,58.73,0.21,2023-10
2023-10-25,1984.1,24550.0,58.73,61.63,2.9,61.06,58.84,0.28,2023-10
2023-10-26,1987.2,24560.0,58.84,61.74,2.9,61.36,58.96,0.19,2023-10
2023-10-27,1988.6,24604.0,58.99,61.89,2.9,61.54,59.05,0.24,2023-10
2023-10-30,1996.2,24570.0,59.13,62.03,2.9,61.66,59.14,0.23,2023-10
2023-10-31,1985.2,24558.0,58.78,61.68,2.9,61.68,59.21,-0.57,2023-10
2023-11-01,1978.8,24560.0,58.59,61.49,2.9,61.7,59.25,-0.3,2023-11
2023-11-02,1985.6,24585.0,58.85,61.75,2.9,61.75,59.34,0.42,2023-11
2023-11-03,1991.5,24570.0,58.99,61.89,2.9,61.78,59.43,0.22,2023-11
2023-11-06,1981.6,24520.0,58.58,61.48,2.9,61.75,59.51,-0.67,2023-11
2023-11-07,1966.8,24335.0,57.7,60.6,2.9,61.56,59.57,-1.43,2023-11
2023-11-08,1951.5,24310.0,57.2,60.1,2.9,61.29,59.64,-0.84,2023-11
2023-11-09,1964.2,24370.0,57.71,60.61,2.9,61.13,59.74,0.86,2023-11
2023-11-10,1932.6,24340.0,56.71,59.61,2.9,60.87,59.82,-1.65,2023-11
2023-11-13,1945.5,24315.0,57.03,59.93,2.9,60.6,59.93,0.54,2023-11
2023-11-14,1961.8,24381.0,57.67,60.57,2.9,60.42,60.07,1.06,2023-11
2023-11-15,1960.1,24376.0,57.61,60.51,2.9,60.28,60.21,-0.1,2023-11
2023-11-16,1983.9,24286.0,58.09,60.99,2.9,60.33,60.36,0.8,2023-11
2023-11-17,1981.6,24288.0,58.03,60.93,2.9,60.45,60.5,-0.1,2023-11
2023-11-20,1977.7,24250.0,57.82,60.72,2.9,60.47,60.62,-0.34,2023-11
2023-11-21,1999.3,24170.0,58.26,61.16,2.9,60.69,60.74,0.72,2023-11
2023-11-22,1991.4,24130.0,57.93,60.83,2.9,60.82,60.84,-0.53,2023-11
2023-11-23,1991.4,24205.0,58.11,61.01,2.9,60.88,60.94,0.3,2023-11
2023-11-24,2002.2,24240.0,58.51,61.41,2.9,61.01,61.0,0.66,2023-11
2023-11-27,2011.8,24260.0,58.84,61.74,2.9,61.12,61.07,0.54,2023-11
2023-11-28,2039.7,24230.0,59.59,62.49,2.9,61.34,61.17,1.2,2023-11
2023-11-29,2047.1,24240.0,59.83,62.73,2.9,61.63,61.24,0.39,2023-11
2023-11-30,2038.1,24260.0,59.61,62.51,2.9,61.82,61.28,-0.34,2023-11
2023-12-01,2071.0,24250.0,60.55,63.45,2.9,62.19,61.34,1.5,2023-12
2023-12-04,2024.1,24270.0,59.23,62.13,2.9,62.35,61.37,-2.08,2023-12
2023-12-05,2018.5,24250.0,59.01,61.91,2.9,62.42,61.38,-0.34,2023-12
2023-12-06,2030.5,24266.0,59.4,62.3,2.9,62.5,61.41,0.63,2023-12
2023-12-07,2029.9,24274.0,59.41,62.31,2.9,62.48,61.43,0.0,2023-12
2023-12-08,1998.3,24275.0,58.48,61.38,2.9,62.29,61.41,-1.48,2023-12
2023-12-11,1978.0,24220.0,57.76,60.66,2.9,62.02,61.36,-1.18,2023-12
2023-12-12,1977.8,24250.0,57.82,60.72,2.9,61.63,61.33,0.11,2023-12
2023-12-13,1982.3,24260.0,57.98,60.88,2.9,61.45,61.31,0.26,2023-12
2023-12-14,2030.2,24279.0,59.43,62.33,2.9,61.51,61.33,2.38,2023-12
2023-12-15,2021.1,24245.0,59.08,61.98,2.9,61.47,61.33,-0.56,2023-12
2023-12-18,2026.3,24260.0,59.27,62.17,2.9,61.45,61.36,0.3,2023-12
2023-12-19,2038.4,24350.0,59.84,62.74,2.9,61.64,61.43,0.93,2023-12
2023-12-20,2034.5,24350.0,59.73,62.63,2.9,61.92,61.51,-0.18,2023-12
2023-12-21,2039.1,24335.0,59.83,62.73,2.9,62.21,61.58,0.16,2023-12
2023-12-22,2057.1,24320.0,60.32,63.22,2.9,62.54,61.7,0.78,2023-12
2023-12-25,2057.1,24235.0,60.11,63.01,2.9,62.64,61.8,-0.33,2023-12
2023-12-26,2058.2,24230.0,60.13,63.03,2.9,62.79,61.89,0.03,2023-12
2023-12-27,2081.9,24325.0,61.06,63.96,2.9,63.04,62.0,1.48,2023-12
2023-12-28,2073.9,24345.0,60.87,63.77,2.9,63.19,62.09,-0.29,2023-12
2023-12-29,2062.4,24235.0,60.26,63.16,2.9,63.27,62.17,-0.96,2023-12
2024-01-01,2062.4,24260.0,60.32,63.22,2.9,63.34,62.25,0.1,2024-01
2024-01-02,2064.4,24260.0,60.38,63.28,2.9,63.35,62.32,0.09,2024-01
2024-01-03,2034.2,24325.0,59.66,62.56,2.9,63.28,62.38,-1.14,2024-01
2024-01-04,2042.3,24370.0,60.01,62.91,2.9,63.27,62.44,0.56,2024-01
2024-01-05,2042.4,24360.0,59.98,62.88,2.9,63.11,62.49,-0.03,2024-01
2024-01-08,2026.6,24370.0,59.54,62.44,2.9,62.92,62.52,-0.7,2024-01
2024-01-09,2026.4,24330.0,59.44,62.34,2.9,62.81,62.51,-0.17,2024-01
2024-01-10,2021.7,24360.0,59.38,62.28,2.9,62.67,62.5,-0.1,2024-01
2024-01-11,2014.3,24405.0,59.27,62.17,2.9,62.51,62.48,-0.17,2024-01
2024-01-12,2046.7,24475.0,60.39,63.29,2.9,62.62,62.48,1.81,2024-01
2024-01-15,2046.7,24490.0,60.43,63.33,2.9,62.68,62.52,0.06,2024-01
2024-01-16,2026.0,24470.0,59.77,62.67,2.9,62.65,62.55,-1.04,2024-01
2024-01-17,2002.6,24500.0,59.15,62.05,2.9,62.59,62.54,-0.99,2024-01
2024-01-18,2018.6,24500.0,59.63,62.53,2.9,62.62,62.54,0.76,2024-01
2024-01-19,2026.5,24545.0,59.97,62.87,2.9,62.7,62.59,0.55,2024-01
2024-01-22,2019.8,24540.0,59.76,62.66,2.9,62.77,62.66,-0.33,2024-01
2024-01-23,2023.7,24550.0,59.9,62.8,2.9,62.7,62.73,0.22,2024-01
2024-01-24,2013.9,24565.0,59.65,62.55,2.9,62.59,62.78,-0.4,2024-01
2024-01-25,2016.9,24600.0,59.82,62.72,2.9,62.6,62.8,0.28,2024-01
2024-01-26,2016.8,24605.0,59.83,62.73,2.9,62.69,62.82,0.01,2024-01
2024-01-29,2025.2,24595.0,60.05,62.95,2.9,62.75,62.85,0.36,2024-01
2024-01-30,2031.5,24530.0,60.08,62.98,2.9,62.77,62.86,0.04,2024-01
2024-01-31,2048.4,24395.0,60.25,63.15,2.9,62.84,62.87,0.26,2024-01
2024-02-01,2053.0,24415.0,60.43,63.33,2.9,62.92,62.89,0.29,2024-02
2024-02-02,2036.1,24400.0,59.9,62.8,2.9,62.95,62.88,-0.84,2024-02
2024-02-05,2025.7,24335.0,59.43,62.33,2.9,62.9,62.86,-0.74,2024-02
2024-02-06,2034.5,24370.0,59.78,62.68,2.9,62.89,62.85,0.55,2024-02
2024-02-07,2035.2,24355.0,59.76,62.66,2.9,62.85,62.8,-0.03,2024-02
2024-02-08,2032.2,24400.0,59.78,62.68,2.9,62.8,62.77,0.04,2024-02
2024-02-09,2023.3,24400.0,59.52,62.42,2.9,62.7,62.74,-0.42,2024-02
2024-02-12,2018.2,24400.0,59.37,62.27,2.9,62.55,62.71,-0.24,2024-02
2024-02-13,1992.9,24400.0,58.63,61.53,2.9,62.37,62.65,-1.2,2024-02
2024-02-14,1990.3,24400.0,58.55,61.45,2.9,62.24,62.62,-0.12,2024-02
2024-02-15,2002.1,24400.0,58.9,61.8,2.9,62.12,62.58,0.56,2024-02
2024-02-16,2011.5,24450.0,59.3,62.2,2.9,62.05,62.56,0.64,2024-02
2024-02-19,2011.5,24510.0,59.44,62.34,2.9,62.0,62.55,0.23,2024-02
2024-02-20,2027.5,24530.0,59.96,62.86,2.9,62.06,62.57,0.84,2024-02
2024-02-21,2022.3,24525.0,59.8,62.7,2.9,62.12,62.58,-0.26,2024-02
